Input Graph(V=500, E=2184) {
e{{192}->{350}, 8272.0}
e{{192}->{263}, -3627.0}
e{{192}->{28}, -2679.0}
e{{192}->{339}, 3794.0}
e{{192}->{193}, 7645.0}

e{{193}->{192}, 7645.0}
e{{193}->{132}, 1400.0}
e{{193}->{360}, 3623.0}
e{{193}->{194}, 1272.0}
e{{193}->{443}, -772.0}
e{{193}->{39}, -3940.0}
e{{193}->{474}, -2936.0}
e{{193}->{170}, 617.0}
e{{193}->{183}, 6227.0}
e{{193}->{478}, -4892.0}
e{{193}->{182}, -6632.0}
e{{193}->{452}, -9490.0}
e{{193}->{248}, -4769.0}

e{{194}->{331}, 4260.0}
e{{194}->{496}, -4010.0}
e{{194}->{193}, 1272.0}
e{{194}->{274}, 583.0}
e{{194}->{195}, 2135.0}
e{{194}->{8}, -507.0}
e{{194}->{50}, 9155.0}
e{{194}->{308}, 9724.0}
e{{194}->{121}, 1265.0}

e{{195}->{97}, 975.0}
e{{195}->{194}, 2135.0}
e{{195}->{355}, 3065.0}
e{{195}->{196}, -9529.0}
e{{195}->{350}, -212.0}
e{{195}->{89}, 7734.0}
e{{195}->{431}, -7120.0}
e{{195}->{346}, -9407.0}

e{{196}->{92}, -4884.0}
e{{196}->{334}, 9480.0}
e{{196}->{266}, -6390.0}
e{{196}->{416}, 9233.0}
e{{196}->{195}, -9529.0}
e{{196}->{219}, 3442.0}
e{{196}->{340}, 1123.0}
e{{196}->{49}, 2779.0}
e{{196}->{263}, -4895.0}
e{{196}->{197}, 3904.0}
e{{196}->{296}, -5022.0}

e{{197}->{208}, 1046.0}
e{{197}->{196}, 3904.0}
e{{197}->{198}, -6105.0}
e{{197}->{242}, 8330.0}
e{{197}->{168}, 5974.0}
e{{197}->{380}, -885.0}
e{{197}->{44}, -7215.0}
e{{197}->{149}, 9403.0}
e{{197}->{116}, -6213.0}
e{{197}->{412}, -564.0}
e{{197}->{435}, 1743.0}
e{{197}->{250}, 2194.0}

e{{198}->{234}, -6093.0}
e{{198}->{23}, 3114.0}
e{{198}->{252}, -6392.0}
e{{198}->{197}, -6105.0}
e{{198}->{165}, -414.0}
e{{198}->{186}, -9486.0}
e{{198}->{200}, -7410.0}
e{{198}->{459}, 8674.0}
e{{198}->{199}, -1925.0}

e{{199}->{183}, -1706.0}
e{{199}->{186}, 3250.0}
e{{199}->{198}, -1925.0}
e{{199}->{258}, -621.0}
e{{199}->{200}, -2491.0}
e{{199}->{406}, -3337.0}

e{{200}->{153}, 3578.0}
e{{200}->{198}, -7410.0}
e{{200}->{349}, 171.0}
e{{200}->{400}, -3876.0}
e{{200}->{407}, -146.0}
e{{200}->{199}, -2491.0}
e{{200}->{201}, 5606.0}
e{{200}->{272}, 1856.0}
e{{200}->{212}, -5618.0}
e{{200}->{65}, 1627.0}
e{{200}->{175}, 8457.0}

e{{201}->{454}, 7876.0}
e{{201}->{324}, 4802.0}
e{{201}->{151}, 9017.0}
e{{201}->{167}, -2809.0}
e{{201}->{200}, 5606.0}
e{{201}->{260}, -3438.0}
e{{201}->{202}, -8731.0}
e{{201}->{304}, 4721.0}

e{{202}->{100}, -7606.0}
e{{202}->{201}, -8731.0}
e{{202}->{111}, 6971.0}
e{{202}->{45}, -8727.0}
e{{202}->{217}, -5366.0}
e{{202}->{203}, -8100.0}
e{{202}->{286}, 8869.0}

e{{203}->{331}, 6905.0}
e{{203}->{253}, 6998.0}
e{{203}->{406}, -9424.0}
e{{203}->{202}, -8100.0}
e{{203}->{83}, -8557.0}
e{{203}->{211}, -4145.0}
e{{203}->{204}, 2830.0}
e{{203}->{173}, 2295.0}
e{{203}->{374}, -6327.0}
e{{203}->{412}, 3675.0}

e{{204}->{389}, 8924.0}
e{{204}->{243}, 6298.0}
e{{204}->{118}, 1840.0}
e{{204}->{459}, 9117.0}
e{{204}->{203}, 2830.0}
e{{204}->{205}, -2078.0}
e{{204}->{467}, -8510.0}
e{{204}->{96}, -2433.0}
e{{204}->{131}, -8867.0}
e{{204}->{283}, 832.0}
e{{204}->{231}, -6073.0}

e{{205}->{111}, 781.0}
e{{205}->{206}, 6293.0}
e{{205}->{204}, -2078.0}
e{{205}->{106}, 8503.0}
e{{205}->{175}, -8284.0}
e{{205}->{252}, 3285.0}
e{{205}->{120}, -2886.0}
e{{205}->{446}, -1787.0}

e{{206}->{207}, 752.0}
e{{206}->{432}, -8822.0}
e{{206}->{78}, 4630.0}
e{{206}->{205}, 6293.0}

e{{207}->{176}, 6188.0}
e{{207}->{214}, -3104.0}
e{{207}->{208}, 5289.0}
e{{207}->{385}, 4137.0}
e{{207}->{206}, 752.0}
e{{207}->{348}, 5600.0}
e{{207}->{235}, -3264.0}
e{{207}->{20}, -9098.0}

e{{208}->{54}, 5922.0}
e{{208}->{232}, 4028.0}
e{{208}->{209}, -5201.0}
e{{208}->{22}, -7025.0}
e{{208}->{236}, -4332.0}
e{{208}->{207}, 5289.0}
e{{208}->{385}, -1105.0}
e{{208}->{466}, -7370.0}
e{{208}->{197}, 1046.0}
e{{208}->{246}, 9627.0}
e{{208}->{448}, 7275.0}

e{{209}->{210}, 1564.0}
e{{209}->{305}, 6161.0}
e{{209}->{155}, 944.0}
e{{209}->{14}, 9744.0}
e{{209}->{208}, -5201.0}
e{{209}->{267}, -6273.0}
e{{209}->{243}, -3754.0}

e{{210}->{136}, 2663.0}
e{{210}->{63}, -3653.0}
e{{210}->{184}, -3111.0}
e{{210}->{211}, 4944.0}
e{{210}->{209}, 1564.0}

e{{211}->{172}, -8557.0}
e{{211}->{230}, 3348.0}
e{{211}->{203}, -4145.0}
e{{211}->{34}, 8366.0}
e{{211}->{15}, -290.0}
e{{211}->{443}, -7502.0}
e{{211}->{210}, 4944.0}
e{{211}->{212}, -2368.0}
e{{211}->{55}, 7740.0}
e{{211}->{421}, -4794.0}

e{{212}->{200}, -5618.0}
e{{212}->{286}, -9917.0}
e{{212}->{213}, 6432.0}
e{{212}->{17}, 7481.0}
e{{212}->{264}, -7012.0}
e{{212}->{423}, 2755.0}
e{{212}->{211}, -2368.0}
e{{212}->{311}, 8251.0}
e{{212}->{85}, 8077.0}
e{{212}->{72}, -8966.0}

e{{213}->{32}, 4162.0}
e{{213}->{86}, -7043.0}
e{{213}->{191}, -4766.0}
e{{213}->{214}, -1421.0}
e{{213}->{185}, 7099.0}
e{{213}->{150}, 9424.0}
e{{213}->{212}, 6432.0}
e{{213}->{364}, -2205.0}
e{{213}->{173}, 2724.0}
e{{213}->{348}, -1196.0}
e{{213}->{127}, 2868.0}

e{{214}->{56}, 1623.0}
e{{214}->{164}, 7529.0}
e{{214}->{363}, -2848.0}
e{{214}->{376}, 3221.0}
e{{214}->{46}, -8927.0}
e{{214}->{305}, -3680.0}
e{{214}->{497}, -505.0}
e{{214}->{213}, -1421.0}
e{{214}->{207}, -3104.0}
e{{214}->{215}, -7142.0}

e{{215}->{214}, -7142.0}
e{{215}->{216}, 6331.0}
e{{215}->{493}, -191.0}
e{{215}->{123}, 9313.0}
e{{215}->{470}, -401.0}

e{{216}->{217}, 3374.0}
e{{216}->{132}, -7717.0}
e{{216}->{135}, -932.0}
e{{216}->{239}, -3522.0}
e{{216}->{460}, 7812.0}
e{{216}->{76}, 929.0}
e{{216}->{393}, -534.0}
e{{216}->{410}, -2461.0}
e{{216}->{90}, 4668.0}
e{{216}->{215}, 6331.0}

e{{217}->{117}, 4024.0}
e{{217}->{475}, 6329.0}
e{{217}->{275}, 9153.0}
e{{217}->{202}, -5366.0}
e{{217}->{218}, -2164.0}
e{{217}->{491}, -9531.0}
e{{217}->{216}, 3374.0}
e{{217}->{270}, -4519.0}
e{{217}->{292}, 6055.0}

e{{218}->{244}, -8687.0}
e{{218}->{217}, -2164.0}
e{{218}->{161}, 1596.0}
e{{218}->{170}, -7389.0}
e{{218}->{219}, 7518.0}

e{{219}->{45}, 1607.0}
e{{219}->{218}, 7518.0}
e{{219}->{220}, -6876.0}
e{{219}->{86}, -6473.0}
e{{219}->{196}, 3442.0}
e{{219}->{290}, 3758.0}
e{{219}->{485}, -6143.0}
e{{219}->{14}, -9493.0}
e{{219}->{396}, 3953.0}

e{{220}->{135}, -9436.0}
e{{220}->{250}, -135.0}
e{{220}->{399}, -5050.0}
e{{220}->{319}, -5456.0}
e{{220}->{353}, 789.0}
e{{220}->{269}, 2763.0}
e{{220}->{15}, -8415.0}
e{{220}->{221}, 8576.0}
e{{220}->{41}, -1776.0}
e{{220}->{219}, -6876.0}

e{{221}->{109}, -6611.0}
e{{221}->{103}, -9998.0}
e{{221}->{479}, -3444.0}
e{{221}->{220}, 8576.0}
e{{221}->{304}, 4355.0}
e{{221}->{312}, -3212.0}
e{{221}->{222}, -7797.0}
e{{221}->{31}, 7268.0}
e{{221}->{246}, 5281.0}

e{{222}->{221}, -7797.0}
e{{222}->{407}, 1917.0}
e{{222}->{346}, 8628.0}
e{{222}->{146}, 7873.0}
e{{222}->{223}, -4499.0}
e{{222}->{370}, 9853.0}
e{{222}->{423}, -1460.0}
e{{222}->{380}, -3720.0}
e{{222}->{473}, 4443.0}
e{{222}->{338}, 1753.0}
e{{222}->{488}, 7164.0}
e{{222}->{292}, 3415.0}
e{{222}->{446}, 8140.0}

e{{223}->{224}, -1751.0}
e{{223}->{243}, 5533.0}
e{{223}->{305}, -826.0}
e{{223}->{104}, -7868.0}
e{{223}->{222}, -4499.0}
e{{223}->{51}, 6854.0}
e{{223}->{99}, -6699.0}
e{{223}->{236}, 8651.0}
e{{223}->{407}, 1829.0}
e{{223}->{473}, 6710.0}
e{{223}->{358}, 2512.0}

e{{224}->{170}, -8631.0}
e{{224}->{225}, 5777.0}
e{{224}->{482}, 2769.0}
e{{224}->{223}, -1751.0}

e{{225}->{315}, -9440.0}
e{{225}->{485}, -3447.0}
e{{225}->{189}, -2315.0}
e{{225}->{283}, -4027.0}
e{{225}->{224}, 5777.0}
e{{225}->{35}, -9215.0}
e{{225}->{226}, -3832.0}
e{{225}->{90}, -2733.0}

e{{226}->{227}, -5058.0}
e{{226}->{149}, -9402.0}
e{{226}->{87}, -9223.0}
e{{226}->{263}, 4293.0}
e{{226}->{302}, 8024.0}
e{{226}->{225}, -3832.0}
e{{226}->{459}, 2031.0}
e{{226}->{492}, 9193.0}
e{{226}->{495}, -2439.0}
e{{226}->{76}, 504.0}
e{{226}->{258}, -9022.0}
e{{226}->{390}, 7503.0}
e{{226}->{26}, -6114.0}
e{{226}->{446}, 6681.0}

e{{227}->{477}, 1183.0}
e{{227}->{179}, -1273.0}
e{{227}->{226}, -5058.0}
e{{227}->{228}, 8187.0}
e{{227}->{75}, 3195.0}
e{{227}->{357}, 9224.0}
e{{227}->{229}, 7428.0}
e{{227}->{152}, -4796.0}
e{{227}->{473}, -573.0}

e{{228}->{472}, 1465.0}
e{{228}->{229}, 6101.0}
e{{228}->{227}, 8187.0}
e{{228}->{50}, -4294.0}
e{{228}->{397}, -7927.0}
e{{228}->{386}, -9013.0}
e{{228}->{234}, 4008.0}
e{{228}->{67}, -3447.0}

e{{229}->{113}, -1969.0}
e{{229}->{227}, 7428.0}
e{{229}->{104}, 809.0}
e{{229}->{103}, 3466.0}
e{{229}->{356}, -7955.0}
e{{229}->{239}, -1880.0}
e{{229}->{368}, -3874.0}
e{{229}->{230}, 9131.0}
e{{229}->{449}, 5955.0}
e{{229}->{228}, 6101.0}
e{{229}->{123}, -4484.0}

e{{230}->{499}, -2295.0}
e{{230}->{229}, 9131.0}
e{{230}->{341}, -9152.0}
e{{230}->{67}, -5611.0}
e{{230}->{276}, -5718.0}
e{{230}->{311}, 4350.0}
e{{230}->{211}, 3348.0}
e{{230}->{231}, 7884.0}
e{{230}->{315}, -9532.0}
e{{230}->{424}, -3571.0}

e{{231}->{3}, -494.0}
e{{231}->{412}, -5595.0}
e{{231}->{482}, -1069.0}
e{{231}->{230}, 7884.0}
e{{231}->{276}, 582.0}
e{{231}->{480}, -3834.0}
e{{231}->{232}, 5904.0}
e{{231}->{204}, -6073.0}
e{{231}->{440}, -5095.0}
e{{231}->{44}, 4764.0}
e{{231}->{130}, -6013.0}

e{{232}->{65}, -9315.0}
e{{232}->{312}, -6425.0}
e{{232}->{208}, 4028.0}
e{{232}->{374}, -1096.0}
e{{232}->{233}, -5000.0}
e{{232}->{313}, 8251.0}
e{{232}->{231}, 5904.0}
e{{232}->{31}, 2075.0}
e{{232}->{178}, 2530.0}
e{{232}->{331}, -1972.0}

e{{233}->{277}, -7785.0}
e{{233}->{455}, -1766.0}
e{{233}->{77}, -3445.0}
e{{233}->{263}, -8107.0}
e{{233}->{232}, -5000.0}
e{{233}->{106}, 9630.0}
e{{233}->{234}, -8309.0}
e{{233}->{83}, -3328.0}

e{{234}->{377}, -1774.0}
e{{234}->{233}, -8309.0}
e{{234}->{235}, -5961.0}
e{{234}->{228}, 4008.0}
e{{234}->{266}, 5292.0}
e{{234}->{296}, 9612.0}
e{{234}->{369}, 6746.0}
e{{234}->{400}, 3627.0}
e{{234}->{198}, -6093.0}

e{{235}->{298}, -449.0}
e{{235}->{62}, -6507.0}
e{{235}->{97}, -5079.0}
e{{235}->{38}, -1218.0}
e{{235}->{140}, 1573.0}
e{{235}->{336}, 5364.0}
e{{235}->{124}, 5613.0}
e{{235}->{76}, -5966.0}
e{{235}->{207}, -3264.0}
e{{235}->{236}, -4598.0}
e{{235}->{413}, -8868.0}
e{{235}->{234}, -5961.0}

e{{236}->{235}, -4598.0}
e{{236}->{223}, 8651.0}
e{{236}->{421}, -6331.0}
e{{236}->{477}, 4382.0}
e{{236}->{237}, 3563.0}
e{{236}->{145}, 8364.0}
e{{236}->{208}, -4332.0}
e{{236}->{274}, 9390.0}
e{{236}->{469}, 1319.0}

e{{237}->{236}, 3563.0}
e{{237}->{238}, -1734.0}
e{{237}->{22}, -508.0}
e{{237}->{20}, -3298.0}
e{{237}->{385}, 7935.0}
e{{237}->{183}, 6799.0}
e{{237}->{341}, 190.0}
e{{237}->{409}, -2603.0}
e{{237}->{130}, -9047.0}
e{{237}->{268}, -6651.0}
e{{237}->{459}, 1672.0}

e{{238}->{263}, 8954.0}
e{{238}->{409}, 8221.0}
e{{238}->{369}, -5942.0}
e{{238}->{239}, -9874.0}
e{{238}->{275}, -7472.0}
e{{238}->{52}, -8566.0}
e{{238}->{271}, -3836.0}
e{{238}->{146}, -9222.0}
e{{238}->{237}, -1734.0}
e{{238}->{377}, 2927.0}

e{{239}->{391}, -9266.0}
e{{239}->{452}, 5937.0}
e{{239}->{240}, 6294.0}
e{{239}->{99}, -6488.0}
e{{239}->{216}, -3522.0}
e{{239}->{238}, -9874.0}
e{{239}->{136}, -6675.0}
e{{239}->{229}, -1880.0}
e{{239}->{56}, 1609.0}
e{{239}->{421}, -4822.0}

e{{240}->{339}, 3282.0}
e{{240}->{322}, -3338.0}
e{{240}->{241}, -2489.0}
e{{240}->{168}, -3640.0}
e{{240}->{399}, -2622.0}
e{{240}->{19}, -4667.0}
e{{240}->{120}, 1483.0}
e{{240}->{239}, 6294.0}

e{{241}->{18}, 3362.0}
e{{241}->{409}, 7745.0}
e{{241}->{100}, 1434.0}
e{{241}->{126}, 8324.0}
e{{241}->{240}, -2489.0}
e{{241}->{242}, -8966.0}
e{{241}->{444}, -6059.0}
e{{241}->{302}, -2907.0}

e{{242}->{243}, 6243.0}
e{{242}->{289}, -955.0}
e{{242}->{15}, -1132.0}
e{{242}->{241}, -8966.0}
e{{242}->{368}, 1164.0}
e{{242}->{197}, 8330.0}
e{{242}->{176}, -649.0}
e{{242}->{339}, 2001.0}

e{{243}->{244}, -3343.0}
e{{243}->{209}, -3754.0}
e{{243}->{460}, -7045.0}
e{{243}->{470}, 1449.0}
e{{243}->{487}, 6043.0}
e{{243}->{223}, 5533.0}
e{{243}->{204}, 6298.0}
e{{243}->{463}, -5135.0}
e{{243}->{242}, 6243.0}

e{{244}->{100}, 13.0}
e{{244}->{374}, -1285.0}
e{{244}->{398}, 7976.0}
e{{244}->{500}, -4182.0}
e{{244}->{1}, 6723.0}
e{{244}->{243}, -3343.0}
e{{244}->{86}, 3250.0}
e{{244}->{128}, -2163.0}
e{{244}->{265}, 1566.0}
e{{244}->{245}, -9103.0}
e{{244}->{448}, 718.0}
e{{244}->{56}, 7576.0}
e{{244}->{218}, -8687.0}

e{{245}->{484}, 7330.0}
e{{245}->{436}, 4045.0}
e{{245}->{260}, 8850.0}
e{{245}->{244}, -9103.0}
e{{245}->{115}, 9838.0}
e{{245}->{170}, -769.0}
e{{245}->{246}, 1757.0}

e{{246}->{245}, 1757.0}
e{{246}->{221}, 5281.0}
e{{246}->{208}, 9627.0}
e{{246}->{247}, 792.0}
e{{246}->{265}, -3434.0}
e{{246}->{84}, 2363.0}
e{{246}->{486}, 8603.0}
e{{246}->{336}, -6729.0}
e{{246}->{438}, -3820.0}
e{{246}->{38}, 3710.0}

e{{247}->{89}, 5263.0}
e{{247}->{119}, -1467.0}
e{{247}->{122}, 5422.0}
e{{247}->{160}, 3760.0}
e{{247}->{248}, 9403.0}
e{{247}->{4}, 2557.0}
e{{247}->{164}, -2548.0}
e{{247}->{382}, -1009.0}
e{{247}->{246}, 792.0}
e{{247}->{95}, 166.0}
e{{247}->{343}, 3748.0}
e{{247}->{43}, 8258.0}

e{{248}->{137}, 835.0}
e{{248}->{193}, -4769.0}
e{{248}->{450}, -4786.0}
e{{248}->{167}, -976.0}
e{{248}->{247}, 9403.0}
e{{248}->{482}, -6116.0}
e{{248}->{125}, 3739.0}
e{{248}->{292}, 7907.0}
e{{248}->{249}, -3384.0}
e{{248}->{165}, -7477.0}
e{{248}->{478}, 3078.0}
e{{248}->{156}, 3123.0}
e{{248}->{468}, -1092.0}
e{{248}->{16}, 6820.0}
e{{248}->{17}, 5899.0}

e{{249}->{480}, 9963.0}
e{{249}->{109}, -1368.0}
e{{249}->{458}, -6860.0}
e{{249}->{250}, 5555.0}
e{{249}->{325}, -5814.0}
e{{249}->{126}, -441.0}
e{{249}->{411}, 7358.0}
e{{249}->{44}, 7757.0}
e{{249}->{248}, -3384.0}
e{{249}->{313}, 3515.0}
e{{249}->{438}, 1582.0}
e{{249}->{459}, 238.0}

e{{250}->{197}, 2194.0}
e{{250}->{489}, 7450.0}
e{{250}->{251}, 6155.0}
e{{250}->{9}, -1984.0}
e{{250}->{462}, -5069.0}
e{{250}->{446}, 3422.0}
e{{250}->{87}, 9825.0}
e{{250}->{152}, -2644.0}
e{{250}->{220}, -135.0}
e{{250}->{249}, 5555.0}
e{{250}->{86}, 2638.0}

e{{251}->{453}, 2129.0}
e{{251}->{150}, 3004.0}
e{{251}->{449}, -7320.0}
e{{251}->{250}, 6155.0}
e{{251}->{49}, -2191.0}
e{{251}->{252}, 7781.0}
e{{251}->{257}, 1209.0}

e{{252}->{205}, 3285.0}
e{{252}->{414}, 6273.0}
e{{252}->{287}, -397.0}
e{{252}->{251}, 7781.0}
e{{252}->{122}, 8593.0}
e{{252}->{314}, 1118.0}
e{{252}->{198}, -6392.0}
e{{252}->{253}, -2456.0}
e{{252}->{158}, -4490.0}

e{{253}->{203}, 6998.0}
e{{253}->{402}, 2856.0}
e{{253}->{436}, -5911.0}
e{{253}->{252}, -2456.0}
e{{253}->{107}, -2706.0}
e{{253}->{306}, -952.0}
e{{253}->{254}, 7775.0}
e{{253}->{263}, 5128.0}

e{{254}->{280}, -8438.0}
e{{254}->{253}, 7775.0}
e{{254}->{490}, -340.0}
e{{254}->{255}, -8096.0}
e{{254}->{322}, -1109.0}

e{{255}->{440}, -8229.0}
e{{255}->{254}, -8096.0}
e{{255}->{149}, 763.0}
e{{255}->{49}, -2211.0}
e{{255}->{272}, 2320.0}
e{{255}->{495}, 2356.0}
e{{255}->{256}, 4382.0}
e{{255}->{298}, -6885.0}

e{{256}->{175}, -438.0}
e{{256}->{190}, 3716.0}
e{{256}->{144}, 6490.0}
e{{256}->{438}, -794.0}
e{{256}->{255}, 4382.0}
e{{256}->{375}, 6639.0}
e{{256}->{290}, -4019.0}
e{{256}->{257}, -1.0}
e{{256}->{345}, -5305.0}

e{{257}->{251}, 1209.0}
e{{257}->{256}, -1.0}
e{{257}->{274}, 730.0}
e{{257}->{448}, -9484.0}
e{{257}->{59}, 3130.0}
e{{257}->{118}, -3861.0}
e{{257}->{339}, 4157.0}
e{{257}->{320}, -2710.0}
e{{257}->{393}, -3212.0}
e{{257}->{258}, 1925.0}
e{{257}->{353}, 7433.0}

e{{258}->{57}, -5160.0}
e{{258}->{257}, 1925.0}
e{{258}->{199}, -621.0}
e{{258}->{226}, -9022.0}
e{{258}->{278}, -3756.0}
e{{258}->{79}, 5017.0}
e{{258}->{43}, 5745.0}
e{{258}->{314}, -2667.0}
e{{258}->{340}, -7890.0}
e{{258}->{259}, -7340.0}
e{{258}->{474}, -4979.0}

e{{259}->{317}, -4276.0}
e{{259}->{258}, -7340.0}
e{{259}->{136}, -9993.0}
e{{259}->{385}, 8469.0}
e{{259}->{330}, -782.0}
e{{259}->{260}, 4493.0}
e{{259}->{95}, 5691.0}
e{{259}->{285}, 3037.0}
e{{259}->{46}, -6561.0}
e{{259}->{420}, 2164.0}
e{{259}->{443}, 755.0}
e{{259}->{122}, -7997.0}

e{{260}->{415}, 4024.0}
e{{260}->{365}, -4664.0}
e{{260}->{201}, -3438.0}
e{{260}->{259}, 4493.0}
e{{260}->{479}, -7629.0}
e{{260}->{83}, -5134.0}
e{{260}->{245}, 8850.0}
e{{260}->{26}, -6981.0}
e{{260}->{261}, -1791.0}
e{{260}->{267}, -9134.0}
e{{260}->{28}, 5134.0}
e{{260}->{496}, -5938.0}

e{{261}->{260}, -1791.0}
e{{261}->{262}, 9304.0}
e{{261}->{151}, -7835.0}

e{{262}->{261}, 9304.0}
e{{262}->{263}, -2202.0}
e{{262}->{388}, -855.0}

e{{263}->{226}, 4293.0}
e{{263}->{253}, 5128.0}
e{{263}->{196}, -4895.0}
e{{263}->{484}, 9396.0}
e{{263}->{262}, -2202.0}
e{{263}->{192}, -3627.0}
e{{263}->{233}, -8107.0}
e{{263}->{447}, 6606.0}
e{{263}->{238}, 8954.0}
e{{263}->{264}, 1858.0}

e{{264}->{263}, 1858.0}
e{{264}->{212}, -7012.0}
e{{264}->{351}, -5652.0}
e{{264}->{493}, 6685.0}
e{{264}->{270}, -3693.0}
e{{264}->{371}, -6151.0}
e{{264}->{451}, 3117.0}
e{{264}->{265}, -8596.0}

e{{265}->{112}, 5067.0}
e{{265}->{166}, -3934.0}
e{{265}->{264}, -8596.0}
e{{265}->{244}, 1566.0}
e{{265}->{424}, -165.0}
e{{265}->{266}, -4101.0}
e{{265}->{496}, 3908.0}
e{{265}->{69}, -6541.0}
e{{265}->{111}, 8151.0}
e{{265}->{246}, -3434.0}

e{{266}->{411}, -6081.0}
e{{266}->{265}, -4101.0}
e{{266}->{234}, 5292.0}
e{{266}->{196}, -6390.0}
e{{266}->{267}, -2373.0}
e{{266}->{4}, 1686.0}
e{{266}->{104}, -5909.0}
e{{266}->{372}, 6772.0}
e{{266}->{71}, 845.0}
e{{266}->{441}, 6677.0}

e{{267}->{260}, -9134.0}
e{{267}->{38}, 8612.0}
e{{267}->{59}, 3293.0}
e{{267}->{209}, -6273.0}
e{{267}->{170}, 9033.0}
e{{267}->{266}, -2373.0}
e{{267}->{63}, -8209.0}
e{{267}->{352}, -2063.0}
e{{267}->{408}, -7695.0}
e{{267}->{31}, -1337.0}
e{{267}->{268}, -8907.0}
e{{267}->{350}, -1054.0}
e{{267}->{464}, -7760.0}
e{{267}->{317}, 4793.0}
e{{267}->{138}, -6204.0}

e{{268}->{237}, -6651.0}
e{{268}->{267}, -8907.0}
e{{268}->{298}, 8735.0}
e{{268}->{450}, 6463.0}
e{{268}->{269}, -4668.0}
e{{268}->{24}, 5400.0}
e{{268}->{42}, 712.0}
e{{268}->{338}, 8235.0}
e{{268}->{34}, 9651.0}
e{{268}->{277}, 1239.0}
e{{268}->{412}, -1794.0}
e{{268}->{487}, 2888.0}

e{{269}->{138}, -9121.0}
e{{269}->{268}, -4668.0}
e{{269}->{477}, 9993.0}
e{{269}->{220}, 2763.0}
e{{269}->{270}, -1966.0}
e{{269}->{91}, -6675.0}

e{{270}->{271}, -202.0}
e{{270}->{217}, -4519.0}
e{{270}->{269}, -1966.0}
e{{270}->{264}, -3693.0}
e{{270}->{325}, -6345.0}
e{{270}->{62}, 5311.0}
e{{270}->{311}, -14.0}
e{{270}->{130}, 487.0}
e{{270}->{182}, -1554.0}
e{{270}->{483}, 8353.0}

e{{271}->{238}, -3836.0}
e{{271}->{272}, -4915.0}
e{{271}->{290}, 9280.0}
e{{271}->{439}, -5855.0}
e{{271}->{270}, -202.0}

e{{272}->{31}, 1807.0}
e{{272}->{17}, 5930.0}
e{{272}->{273}, 5789.0}
e{{272}->{200}, 1856.0}
e{{272}->{255}, 2320.0}
e{{272}->{271}, -4915.0}
e{{272}->{103}, -7824.0}
e{{272}->{155}, 9893.0}
e{{272}->{482}, -3664.0}
e{{272}->{496}, -7845.0}

e{{273}->{278}, 9765.0}
e{{273}->{478}, -1777.0}
e{{273}->{314}, 4107.0}
e{{273}->{291}, 5124.0}
e{{273}->{272}, 5789.0}
e{{273}->{274}, -7658.0}

e{{274}->{468}, 6070.0}
e{{274}->{273}, -7658.0}
e{{274}->{236}, 9390.0}
e{{274}->{337}, -3927.0}
e{{274}->{344}, 6229.0}
e{{274}->{145}, 1112.0}
e{{274}->{299}, 3577.0}
e{{274}->{194}, 583.0}
e{{274}->{275}, -4649.0}
e{{274}->{257}, 730.0}
e{{274}->{339}, -2127.0}

e{{275}->{418}, 7429.0}
e{{275}->{16}, -7206.0}
e{{275}->{276}, -2753.0}
e{{275}->{238}, -7472.0}
e{{275}->{274}, -4649.0}
e{{275}->{349}, 3353.0}
e{{275}->{394}, 8581.0}
e{{275}->{425}, 9139.0}
e{{275}->{217}, 9153.0}

e{{276}->{277}, 101.0}
e{{276}->{476}, -9556.0}
e{{276}->{14}, 7321.0}
e{{276}->{129}, -2387.0}
e{{276}->{230}, -5718.0}
e{{276}->{151}, -2826.0}
e{{276}->{432}, -7970.0}
e{{276}->{431}, 6269.0}
e{{276}->{275}, -2753.0}
e{{276}->{231}, 582.0}
e{{276}->{347}, 7978.0}
e{{276}->{450}, 5965.0}

e{{277}->{268}, 1239.0}
e{{277}->{278}, -6763.0}
e{{277}->{279}, 5868.0}
e{{277}->{453}, -5936.0}
e{{277}->{12}, 6273.0}
e{{277}->{298}, -1464.0}
e{{277}->{233}, -7785.0}
e{{277}->{326}, -2266.0}
e{{277}->{462}, -1412.0}
e{{277}->{276}, 101.0}

e{{278}->{25}, 6246.0}
e{{278}->{258}, -3756.0}
e{{278}->{20}, 7668.0}
e{{278}->{104}, 2508.0}
e{{278}->{321}, 7572.0}
e{{278}->{79}, 3258.0}
e{{278}->{344}, 8058.0}
e{{278}->{273}, 9765.0}
e{{278}->{279}, 3542.0}
e{{278}->{277}, -6763.0}

e{{279}->{278}, 3542.0}
e{{279}->{49}, -2141.0}
e{{279}->{280}, -9809.0}
e{{279}->{351}, -3464.0}
e{{279}->{442}, -1719.0}
e{{279}->{277}, 5868.0}
e{{279}->{18}, 2815.0}

e{{280}->{281}, 4856.0}
e{{280}->{279}, -9809.0}
e{{280}->{409}, -292.0}
e{{280}->{378}, 544.0}
e{{280}->{254}, -8438.0}

e{{281}->{105}, -3347.0}
e{{281}->{153}, 3249.0}
e{{281}->{60}, -2544.0}
e{{281}->{291}, -7273.0}
e{{281}->{41}, 5319.0}
